"","ST","STATE","OCC_CODE","FIRST_TOT_EMP","FIRST_YEAR","LAST_TOT_EMP","LAST_YEAR","percent_change_emp","OCC_TITLE"
"325","AK","Alaska","31-1013",140,2000,110,2015,-21.43,"Psychiatric aides"
"326","AK","Alaska","31-1014",2030,2012,1770,2015,-12.81,"Nursing assistants"
"327","AK","Alaska","31-1015",240,2012,120,2015,-50,"Orderlies"
"328","AK","Alaska","31-2021",30,1999,70,2015,133.33,"Physical therapist assistants"
"329","AK","Alaska","31-2022",60,1999,40,2015,-33.33,"Physical therapist aides"
"330","AK","Alaska","31-9011",30,2001,700,2015,2233.33,"Massage therapists"
"331","AK","Alaska","31-9091",60,1999,1260,2015,2000,"Dental assistants"
"332","AK","Alaska","31-9092",760,1999,1460,2015,92.11,"Medical assistants"
"333","AK","Alaska","31-9093",60,1999,90,2015,50,"Medical equipment preparers"
"334","AK","Alaska","31-9094",190,1999,180,2015,-5.26,"Medical transcriptionists"
"335","AK","Alaska","31-9095",50,1999,100,2015,100,"Pharmacy aides"
"336","AK","Alaska","31-9096",120,1999,170,2015,41.67,"Veterinary assistants and laboratory animal caretakers"
"337","AK","Alaska","31-9097",200,2012,140,2014,-30,"Phlebotomists"
"338","AK","Alaska","31-9099",560,2004,440,2015,-21.43,"Healthcare support workers, all other"
"339","AK","Alaska","31-9799",620,2010,700,2011,12.9,"Healthcare support workers, all other*"
"340","AK","Alaska","33-0000",6400,1999,7640,2015,19.38,"Protective service occupations"
"341","AK","Alaska","33-1011",40,1999,80,2015,100,"First-line supervisors/managers of correctional officers"
"342","AK","Alaska","33-1012",250,1999,310,2015,24,"First-line supervisors/managers of police and detectives"
"343","AK","Alaska","33-1021",170,1999,150,2015,-11.76,"First-line supervisors/managers of fire fighting and prevention workers"
"344","AK","Alaska","33-1099",160,2004,210,2015,31.25,"First-line supervisors/managers, protective service workers, all other"
"345","AK","Alaska","33-2011",1030,2000,770,2015,-25.24,"Fire fighters"
"346","AK","Alaska","33-2021",30,1999,30,2001,0,"Fire inspectors and investigators"
"347","AK","Alaska","33-3012",1010,2000,1250,2015,23.76,"Correctional officers and jailers"
"348","AK","Alaska","33-3021",130,1999,90,2015,-30.77,"Detectives and criminal investigators"
"349","AK","Alaska","33-3041",30,2009,40,2014,33.33,"Parking enforcement workers"
"350","AK","Alaska","33-3051",1100,1999,1090,2015,-0.91,"Police and sheriff's patrol officers"
"351","AK","Alaska","33-9011",90,1999,40,2015,-55.56,"Animal control workers"
"352","AK","Alaska","33-9021",40,2000,70,2015,75,"Private detectives and investigators"
"353","AK","Alaska","33-9032",2030,1999,2030,2015,0,"Security guards"
"354","AK","Alaska","33-9091",30,2000,90,2015,200,"Crossing guards"
"355","AK","Alaska","33-9092",530,2004,290,2015,-45.28,"Lifeguards, ski patrol, and other recreational protective service workers"
"356","AK","Alaska","33-9093",420,2010,350,2014,-16.67,"Transportation security screeners* (federal only)"
"357","AK","Alaska","33-9099",1040,2004,740,2015,-28.85,"Protective service workers, all other"
"358","AK","Alaska","35-0000",21390,1999,27610,2015,29.08,"Food preparation and serving related occupations"
"359","AK","Alaska","35-1011",250,1999,470,2015,88,"Chefs and head cooks"
"360","AK","Alaska","35-1012",980,1999,1590,2015,62.24,"First-line supervisors/managers of food preparation and serving workers"
"361","AK","Alaska","35-2011",240,1999,870,2015,262.5,"Cooks, fast food"
"362","AK","Alaska","35-2012",1140,1999,870,2015,-23.68,"Cooks, institution and cafeteria"
"363","AK","Alaska","35-2014",550,1999,2140,2015,289.09,"Cooks, restaurant"
"364","AK","Alaska","35-2015",400,1999,450,2015,12.5,"Cooks, short order"
"365","AK","Alaska","35-2019",40,2004,330,2015,725,"Cooks, all other"
"366","AK","Alaska","35-2021",1120,1999,3490,2015,211.61,"Food preparation workers"
"367","AK","Alaska","35-3011",860,1999,1680,2015,95.35,"Bartenders"
"368","AK","Alaska","35-3021",11500,1999,4250,2015,-63.04,"Combined food preparation and serving workers, including fast food"
"369","AK","Alaska","35-3022",400,1999,3200,2015,700,"Counter attendants, cafeteria, food concession, and coffee shop"
"370","AK","Alaska","35-3031",2010,1999,4490,2015,123.38,"Waiters and waitresses"
"371","AK","Alaska","35-3041",40,2001,260,2015,550,"Food servers, nonrestaurant"
"372","AK","Alaska","35-9011",500,1999,980,2015,96,"Dining room and cafeteria attendants and bartender helpers"
"373","AK","Alaska","35-9021",850,1999,1530,2015,80,"Dishwashers"
"374","AK","Alaska","35-9031",340,1999,940,2015,176.47,"Hosts and hostesses, restaurant, lounge, and coffee shop"
"375","AK","Alaska","35-9099",210,2008,90,2015,-57.14,"Food preparation and serving related workers, all other"
"376","AK","Alaska","37-0000",8810,1999,11190,2015,27.01,"Building and grounds cleaning and maintenance occupations"
"377","AK","Alaska","37-1011",280,1999,410,2015,46.43,"First-line supervisors/managers of housekeeping and janitorial workers"
"378","AK","Alaska","37-1012",80,1999,70,2015,-12.5,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers"
"379","AK","Alaska","37-2011",5300,1999,6330,2015,19.43,"Janitors and cleaners, except maids and housekeeping cleaners"
"380","AK","Alaska","37-2012",1800,1999,2910,2015,61.67,"Maids and housekeeping cleaners"
"381","AK","Alaska","37-2019",40,2005,30,2015,-25,"Building cleaning workers, all other"
"382","AK","Alaska","37-3011",630,1999,1000,2015,58.73,"Landscaping and groundskeeping workers"
"383","AK","Alaska","37-3013",90,2009,60,2015,-33.33,"Tree trimmers and pruners"
"384","AK","Alaska","37-3019",80,2004,380,2015,375,"Grounds maintenance workers, all other"
"385","AK","Alaska","39-0000",4970,1999,12180,2015,145.07,"Personal care and service occupations"
"386","AK","Alaska","39-1011",30,2002,50,2015,66.67,"Gaming supervisors"
"387","AK","Alaska","39-1021",140,1999,340,2015,142.86,"First-line supervisors/managers of personal service workers"
"388","AK","Alaska","39-2021",80,1999,410,2015,412.5,"Nonfarm animal caretakers"
"389","AK","Alaska","39-3011",160,2007,130,2015,-18.75,"Gaming dealers"
"390","AK","Alaska","39-3012",310,2000,280,2015,-9.68,"Gaming and sports book writers and runners"
"391","AK","Alaska","39-3019",140,2004,30,2013,-78.57,"Gaming service workers, all other"
"392","AK","Alaska","39-3021",40,2003,30,2007,-25,"Motion picture projectionists"
"393","AK","Alaska","39-3031",130,2000,130,2015,0,"Ushers, lobby attendants, and ticket takers"
"394","AK","Alaska","39-3091",1140,1999,760,2015,-33.33,"Amusement and recreation attendants"
"395","AK","Alaska","39-3093",50,2011,30,2015,-40,"Locker room, coatroom, and dressing room attendants"
"396","AK","Alaska","39-3099",100,2005,140,2014,40,"Entertainment attendants and related workers, all other"
"397","AK","Alaska","39-5011",40,2000,90,2002,125,"Barbers"
"398","AK","Alaska","39-5012",590,1999,460,2015,-22.03,"Hairdressers, hairstylists, and cosmetologists"
"399","AK","Alaska","39-5092",30,2002,60,2014,100,"Manicurists and pedicurists"
"400","AK","Alaska","39-5094",50,2002,60,2011,20,"Skin care specialists"
"401","AK","Alaska","39-6011",550,1999,100,2015,-81.82,"Baggage porters and bellhops"
"402","AK","Alaska","39-6012",30,2003,60,2015,100,"Concierges"
"403","AK","Alaska","39-6021",90,1999,660,2009,633.33,"Tour guides and escorts"
"404","AK","Alaska","39-6032",350,2000,340,2009,-2.86,"Transportation attendants, except flight attendants and baggage porters"
"405","AK","Alaska","39-7011",550,2010,600,2015,9.09,"Tour guides and escorts"
"406","AK","Alaska","39-9011",420,1999,2420,2015,476.19,"Child care workers"
"407","AK","Alaska","39-9021",400,1999,4640,2015,1060,"Personal and home care aides"
"408","AK","Alaska","39-9031",260,2000,550,2015,111.54,"Fitness trainers and aerobics instructors"
"409","AK","Alaska","39-9032",420,1999,600,2015,42.86,"Recreation workers"
"410","AK","Alaska","39-9041",90,1999,60,2015,-33.33,"Residential advisors"
"411","AK","Alaska","39-9099",160,2004,140,2015,-12.5,"Personal care and service workers, all other"
"412","AK","Alaska","41-0000",23460,1999,26110,2015,11.3,"Sales and related occupations"
"413","AK","Alaska","41-1011",2160,1999,2610,2015,20.83,"First-line supervisors/managers of retail sales workers"
"414","AK","Alaska","41-1012",320,1999,210,2015,-34.38,"First-line supervisors/managers of non-retail sales workers"
"415","AK","Alaska","41-2011",6810,1999,5890,2015,-13.51,"Cashiers"
"416","AK","Alaska","41-2012",80,2011,90,2015,12.5,"Gaming change persons and booth cashiers"
"417","AK","Alaska","41-2021",1180,1999,930,2015,-21.19,"Counter and rental clerks"
"418","AK","Alaska","41-2022",740,1999,770,2015,4.05,"Parts salespersons"
"419","AK","Alaska","41-2031",8070,1999,10570,2015,30.98,"Retail salespersons"
"420","AK","Alaska","41-3011",360,1999,240,2015,-33.33,"Advertising sales agents"
"421","AK","Alaska","41-3021",520,2000,550,2015,5.77,"Insurance sales agents"
"422","AK","Alaska","41-3031",180,2000,180,2015,0,"Securities, commodities, and financial services sales agents"
"423","AK","Alaska","41-3041",440,1999,120,2015,-72.73,"Travel agents"
"424","AK","Alaska","41-3099",630,2004,1030,2015,63.49,"Sales representatives, services, all other"
"425","AK","Alaska","41-4011",390,1999,580,2015,48.72,"Sales representatives, wholesale and manufacturing, technical and scientific products"
"426","AK","Alaska","41-4012",1330,1999,1450,2015,9.02,"Sales representatives, wholesale and manufacturing, except technical and scientific products"
"427","AK","Alaska","41-9011",160,1999,270,2015,68.75,"Demonstrators and product promoters"
"428","AK","Alaska","41-9021",40,2004,60,2015,50,"Real estate brokers"
"429","AK","Alaska","41-9022",170,1999,200,2015,17.65,"Real estate sales agents"
"430","AK","Alaska","41-9031",30,2005,70,2015,133.33,"Sales engineers"
"431","AK","Alaska","41-9041",130,2002,40,2015,-69.23,"Telemarketers"
"432","AK","Alaska","41-9091",70,2005,40,2015,-42.86,"Door-to-door sales workers, news and street vendors, and related workers"
"433","AK","Alaska","41-9099",280,2004,210,2015,-25,"Sales and related workers, all other"
"434","AK","Alaska","41-9799",220,2010,270,2011,22.73,"Sales and related workers, all other*"
"435","AK","Alaska","43-0000",46200,1999,53670,2015,16.17,"Office and administrative support occupations"
"436","AK","Alaska","43-1011",2540,1999,3320,2015,30.71,"First-line supervisors/managers of office and administrative support workers"
"437","AK","Alaska","43-2011",310,1999,180,2015,-41.94,"Switchboard operators, including answering service"
"438","AK","Alaska","43-2021",160,2000,200,2007,25,"Telephone operators"
"439","AK","Alaska","43-3011",590,1999,400,2015,-32.2,"Bill and account collectors"
"440","AK","Alaska","43-3021",1130,1999,1230,2015,8.85,"Billing and posting clerks and machine operators"
"441","AK","Alaska","43-3031",4240,1999,5020,2015,18.4,"Bookkeeping, accounting, and auditing clerks"
"442","AK","Alaska","43-3051",470,1999,520,2015,10.64,"Payroll and timekeeping clerks"
"443","AK","Alaska","43-3061",230,1999,290,2015,26.09,"Procurement clerks"
"444","AK","Alaska","43-3071",750,1999,1380,2015,84,"Tellers"
"445","AK","Alaska","43-3099",230,2012,240,2015,4.35,"Financial clerks, all other"
"446","AK","Alaska","43-4011",50,2002,70,2015,40,"Brokerage clerks"
"447","AK","Alaska","43-4031",470,1999,560,2015,19.15,"Court, municipal, and license clerks"
"448","AK","Alaska","43-4041",30,1999,60,2015,100,"Credit authorizers, checkers, and clerks"
"449","AK","Alaska","43-4051",2340,1999,3290,2015,40.6,"Customer service representatives"
"450","AK","Alaska","43-4061",430,1999,490,2015,13.95,"Eligibility interviewers, government programs"
"451","AK","Alaska","43-4071",780,1999,460,2015,-41.03,"File clerks"
"452","AK","Alaska","43-4081",660,1999,1010,2015,53.03,"Hotel, motel, and resort desk clerks"
"453","AK","Alaska","43-4111",220,1999,140,2015,-36.36,"Interviewers, except eligibility and loan"
"454","AK","Alaska","43-4121",330,1999,280,2015,-15.15,"Library assistants, clerical"
"455","AK","Alaska","43-4131",90,1999,390,2015,333.33,"Loan interviewers and clerks"
"456","AK","Alaska","43-4141",50,2000,60,2015,20,"New accounts clerks"
"457","AK","Alaska","43-4151",510,1999,240,2015,-52.94,"Order clerks"
"458","AK","Alaska","43-4161",390,1999,480,2015,23.08,"Human resources assistants, except payroll and timekeeping"
"459","AK","Alaska","43-4171",2740,1999,2360,2015,-13.87,"Receptionists and information clerks"
"460","AK","Alaska","43-4181",990,1999,1030,2015,4.04,"Reservation and transportation ticket agents and travel clerks"
"461","AK","Alaska","43-4199",1480,2004,990,2015,-33.11,"All other information and record clerks"
"462","AK","Alaska","43-5011",430,1999,920,2015,113.95,"Cargo and freight agents"
"463","AK","Alaska","43-5021",280,2000,160,2015,-42.86,"Couriers and messengers"
"464","AK","Alaska","43-5031",210,1999,270,2015,28.57,"Police, fire, and ambulance dispatchers"
"465","AK","Alaska","43-5032",800,1999,820,2015,2.5,"Dispatchers, except police, fire, and ambulance"
"466","AK","Alaska","43-5041",70,1999,30,2015,-57.14,"Meter readers, utilities"
"467","AK","Alaska","43-5051",350,1999,410,2015,17.14,"Postal service clerks"
"468","AK","Alaska","43-5052",470,2000,420,2015,-10.64,"Postal service mail carriers"
"469","AK","Alaska","43-5053",820,2000,270,2015,-67.07,"Postal service mail sorters, processors, and processing machine operators"
"470","AK","Alaska","43-5061",360,1999,540,2015,50,"Production, planning, and expediting clerks"
"471","AK","Alaska","43-5071",1810,1999,1290,2015,-28.73,"Shipping, receiving, and traffic clerks"
"472","AK","Alaska","43-5081",3570,1999,3680,2015,3.08,"Stock clerks and order fillers"
"473","AK","Alaska","43-5111",50,1999,50,2015,0,"Weighers, measurers, checkers, and samplers, recordkeeping"
"474","AK","Alaska","43-6011",3050,1999,2750,2015,-9.84,"Executive secretaries and administrative assistants"
"475","AK","Alaska","43-6012",260,1999,350,2015,34.62,"Legal secretaries"
"476","AK","Alaska","43-6013",400,2000,1370,2015,242.5,"Medical secretaries"
"477","AK","Alaska","43-6014",3130,1999,6680,2015,113.42,"Secretaries, except legal, medical, and executive"
"478","AK","Alaska","43-9011",350,1999,170,2015,-51.43,"Computer operators"
"479","AK","Alaska","43-9021",390,1999,280,2015,-28.21,"Data entry keyers"
"480","AK","Alaska","43-9022",310,1999,90,2015,-70.97,"Word processors and typists"
"481","AK","Alaska","43-9031",40,2002,40,2014,0,"Desktop publishers"
"482","AK","Alaska","43-9041",150,1999,180,2015,20,"Insurance claims and policy processing clerks"
"483","AK","Alaska","43-9051",310,1999,190,2015,-38.71,"Mail clerks and mail machine operators, except postal service"
"484","AK","Alaska","43-9061",5420,1999,6810,2015,25.65,"Office clerks, general"
"485","AK","Alaska","43-9071",220,1999,50,2015,-77.27,"Office machine operators, except computer"
"486","AK","Alaska","43-9111",50,1999,30,2014,-40,"Statistical assistants"
"487","AK","Alaska","43-9199",1810,2004,1270,2015,-29.83,"Office and administrative support workers, all other"
"488","AK","Alaska","43-9799",1940,2010,1860,2011,-4.12,"Office and administrative support workers, all other*"
"489","AK","Alaska","45-0000",670,1999,610,2015,-8.96,"Farming, fishing, and forestry occupations"
"490","AK","Alaska","45-1011",40,1999,60,2015,50,"First-line supervisors/managers of farming, fishing, and forestry workers"
"491","AK","Alaska","45-2041",70,2001,90,2005,28.57,"Graders and sorters, agricultural products"
"492","AK","Alaska","45-2092",40,2001,80,2014,100,"Farmworkers and laborers, crop, nursery, and greenhouse"
"493","AK","Alaska","45-3011",40,2014,40,2015,0,"Fishers and related fishing workers"
"494","AK","Alaska","45-4021",90,2000,200,2015,122.22,"Fallers"
"495","AK","Alaska","45-4022",180,1999,50,2013,-72.22,"Logging equipment operators"
"496","AK","Alaska","45-4029",60,2004,50,2006,-16.67,"Logging workers, all other"
"497","AK","Alaska","47-0000",17440,1999,23780,2015,36.35,"Construction and extraction occupations"
"498","AK","Alaska","47-1011",1270,1999,1590,2015,25.2,"First-line supervisors/managers of construction trades and extraction workers"
"499","AK","Alaska","47-2011",40,2009,50,2015,25,"Boilermakers"
"500","AK","Alaska","47-2021",120,1999,40,2013,-66.67,"Brickmasons and blockmasons"
"501","AK","Alaska","47-2031",2750,1999,2540,2015,-7.64,"Carpenters"
